Pitcher Name,Pitch Type,PitcherThrows,RelSpeed,SpinRate,RelHeight,RelSide,Vertical Approach Angle (°),Extension,InducedVertBreak,Horizontal Break (in),ABS_Horizontal,ABS_RelSide,differential_break,Stuff+
"Wilson, Benny",Sinker,Right,90.07,2187.39,5.59,1.35,-5.68,6.19,13.77,18.3,18.3,1.35,4.530000000000001,97.84567932697425
"Wilson, Benny",Slider,Right,77.23,2205.36,5.56,1.47,-9.73,5.98,-8.09,-12.67,12.67,1.47,20.759999999999998,64.5626878363542
"Wilson, Bradley",ChangeUp,Right,80.35,1605.93,6.07,1.66,-8.14,5.56,4.6,12.04,12.04,1.66,7.4399999999999995,78.5728841890145
"Wilson, Bradley",Curveball,Right,81.04,2487.94,6.13,1.63,-9.49,5.54,-6.24,-7.13,7.13,1.63,13.370000000000001,98.7627554183437
"Wilson, Bradley",Cutter,Right,77.47,2003.5,5.85,1.04,-8.7,5.14,0.91,-4.47,4.47,1.04,3.5599999999999996,52.79574677486537
"Wilson, Bradley",Fastball,Right,88.16,2037.33,6.15,1.28,-6.45,5.77,12.99,9.49,9.49,1.28,3.5,59.857480198005945
"Wilson, Bradley",FourSeamFastBall,Right,91.46,2208.86,6.14,1.54,-6.12,6.01,13.57,8.49,8.49,1.54,5.08,
"Wilson, Bradley",Sinker,Right,91.48,2154.53,6.18,1.67,-6.39,6.23,13.26,10.01,10.01,1.67,3.25,85.72812683812752
"Wilson, Bradley",Slider,Right,74.11,1935.33,5.75,1.26,-8.46,4.83,1.75,-4.22,4.22,1.26,2.4699999999999998,54.358769519773354
"Wilson, Bradley",Undefined,Right,80.79,1912.54,6.2,0.92,-7.46,5.72,10.68,7.66,7.66,0.92,3.0199999999999996,
"Wilson, Crew",ChangeUp,Right,84.0,1470.67,5.52,1.82,-6.25,5.54,6.32,13.93,13.93,1.82,7.609999999999999,103.94027368692147
"Wilson, Crew",Curveball,Right,75.29,2106.53,5.37,2.11,-8.06,4.9,-1.77,-14.52,14.52,2.11,16.29,73.08231698113995
"Wilson, Crew",Fastball,Right,88.23,2212.42,5.43,1.98,-5.87,5.04,9.45,18.07,18.07,1.98,8.620000000000001,86.3509123411094
"Wilson, Crew",FourSeamFastBall,Right,88.85,2191.43,5.22,1.84,-5.29,4.78,8.99,18.33,18.33,1.84,9.339999999999998,
"Wilson, Crew",Sinker,Right,85.89,2119.1,5.13,1.96,-6.94,4.77,8.72,18.44,18.44,1.96,9.72,61.93471491737461
"Wilson, Crew",Slider,Right,76.12,2165.16,5.08,2.03,-7.93,4.2,-3.54,-11.32,11.32,2.03,14.86,64.41917592387517
"Wilson, Dave",Fastball,Right,91.38,2387.2,6.01,1.48,-6.09,5.59,11.56,1.46,1.46,1.48,10.100000000000001,79.31759253500697
"Wilson, Dave",Slider,Right,84.5,2474.06,5.82,1.57,-8.89,5.18,-2.03,-3.37,3.37,1.57,5.4,84.95772692095618
"Wilson, Dave",Undefined,Right,,,,,,,,,,,,
"Wilson, Fred",ChangeUp,Left,83.32,1522.58,6.3,-0.92,-7.65,5.79,13.0,-12.2,12.2,0.92,0.8000000000000007,77.13065795438982
"Wilson, Fred",Fastball,Left,89.89,2176.53,6.28,-0.82,-5.59,5.58,20.09,-6.98,6.98,0.82,13.11,110.77699150489582
"Wilson, Fred",Slider,Left,77.34,2247.33,6.29,-0.77,-9.4,5.29,-3.54,2.48,2.48,0.77,6.02,60.06123322067683
"Wilson, Fred",Undefined,Left,,,,,,,,,,,,
"Wilson, Garrett",ChangeUp,Right,80.74,2125.78,5.68,1.31,-8.4,6.57,13.75,5.4,5.4,1.31,8.35,71.22215552757925
"Wilson, Garrett",Curveball,Right,70.27,2216.29,5.7,1.13,-12.35,5.99,-9.0,-7.6,7.6,1.13,16.6,64.53631084004479
"Wilson, Garrett",Fastball,Right,85.53,2097.6,5.66,1.3,-5.82,6.34,16.19,5.82,5.82,1.3,10.370000000000001,88.98280874653865
"Wilson, Garrett",Slider,Right,71.26,2255.16,5.73,1.23,-11.39,5.96,-6.97,-15.36,15.36,1.23,22.33,91.83387411827262
"Wilson, Gavin",ChangeUp,Right,80.28,1916.34,6.32,2.23,-7.68,5.55,15.9,14.35,14.35,2.23,1.5500000000000007,74.18657328345522
"Wilson, Gavin",Curveball,Right,77.34,2170.89,6.02,2.5,-8.32,5.23,1.35,-7.05,7.05,2.5,5.699999999999999,87.68104999873329
"Wilson, Gavin",Fastball,Right,88.08,2085.0,6.33,2.19,-5.74,5.46,20.82,8.96,8.96,2.19,11.86,82.7797939309532
"Wilson, Gavin",Other,Right,,,,,,,,,,,,
"Wilson, Gavin",Slider,Right,77.21,2148.21,6.33,2.29,-8.12,5.3,4.11,-5.83,5.83,2.29,1.7199999999999998,60.52619774364164
"Wilson, Gavin",Undefined,Right,78.81,1920.03,6.52,2.15,-6.02,5.69,16.56,18.61,18.61,2.15,2.0500000000000007,
"Wilson, Hayden",Curveball,Right,69.86,1862.68,5.89,1.35,-12.23,4.2,-8.79,-9.26,9.26,1.35,18.049999999999997,71.45957732341806
"Wilson, Hayden",Fastball,Right,80.36,1820.72,6.0,0.64,-6.17,5.0,13.91,2.84,2.84,0.64,11.07,54.32656562662952
"Wilson, Hayden",Slider,Right,72.94,1943.52,5.79,0.94,-9.69,4.3,-2.77,-7.37,7.37,0.94,10.14,68.33247746198533
"Wilson, Jacob",ChangeUp,Right,85.18,1551.4,6.28,1.1,-7.53,5.87,14.4,12.85,12.85,1.1,1.5500000000000007,74.66481606545969
"Wilson, Jacob",Curveball,Right,79.69,2102.83,6.39,1.16,-9.17,4.78,-9.2,-8.74,8.74,1.16,17.939999999999998,102.63610633753896
"Wilson, Jacob",Fastball,Right,91.84,2093.74,6.27,1.27,-5.74,5.3,16.21,13.0,13.0,1.27,3.210000000000001,88.55592012989774
"Wilson, Jacob",Slider,Right,81.14,2450.46,6.11,1.52,-7.98,4.92,0.76,-7.94,7.94,1.52,7.180000000000001,69.74710993128055
"Wilson, Kaidan",ChangeUp,Left,84.84,1902.93,5.63,-2.27,-6.36,6.05,8.49,-16.38,16.38,2.27,7.889999999999999,61.4354442332459
"Wilson, Kaidan",Curveball,Left,79.91,2686.16,5.77,-2.19,-8.94,5.26,-4.07,12.13,12.13,2.19,16.200000000000003,131.79346498668866
"Wilson, Kaidan",Cutter,Left,90.71,2569.31,5.94,-2.33,-4.72,5.39,13.55,-10.13,10.13,2.33,3.42,87.76180707209525
"Wilson, Kaidan",Fastball,Left,94.01,2367.65,6.03,-1.76,-4.94,5.85,20.41,-9.25,9.25,1.76,11.16,140.29697900363823
"Wilson, Kaidan",Slider,Left,81.93,2792.73,5.69,-2.3,-7.71,5.36,-1.13,13.77,13.77,2.3,14.899999999999999,96.75398315094434
"Wilson, Lance",ChangeUp,Right,75.13,1410.05,5.35,2.16,-7.96,5.44,8.16,6.47,6.47,2.16,1.6900000000000004,69.85385710233078
"Wilson, Lance",Curveball,Right,70.73,1939.71,5.63,1.87,-8.35,5.07,0.86,-6.91,6.91,1.87,6.05,64.8268699854965
"Wilson, Lance",Fastball,Right,77.89,1869.65,5.63,1.93,-7.4,5.73,11.99,4.4,4.4,1.93,7.59,81.34732237033909
"Wilson, Lance",Slider,Right,71.93,1983.04,5.56,2.05,-9.9,5.03,1.04,-6.55,6.55,2.05,5.51,70.94912790251612
"Wilson, Leland",ChangeUp,Left,77.47,1981.33,5.9,-1.22,-7.06,5.71,8.95,-7.46,7.46,1.22,1.4899999999999993,79.60607493809417
"Wilson, Leland",Curveball,Left,74.7,2319.06,6.01,-1.55,-8.07,5.49,3.19,10.83,10.83,1.55,7.640000000000001,85.19575700991024
"Wilson, Leland",Fastball,Left,86.73,2193.05,6.31,-1.01,-6.01,5.66,15.09,-14.5,14.5,1.01,0.5899999999999999,83.60700252942776
"Wilson, Leland",FourSeamFastBall,Left,86.61,2236.81,6.27,-1.02,-5.83,6.08,16.52,-15.18,15.18,1.02,1.3399999999999999,
"Wilson, Leland",Slider,Left,75.96,2392.52,5.99,-1.39,-7.74,5.2,4.19,7.68,7.68,1.39,3.4899999999999993,93.2736651802108
"Wilson, Leland",TwoSeamFastBall,Left,86.33,2204.77,6.23,-1.12,-5.7,6.05,15.0,-16.88,16.88,1.12,1.879999999999999,
"Wilson, Leland",Undefined,Left,82.98,2088.08,5.98,-1.09,-6.16,5.3,14.04,-13.73,13.73,1.09,0.3099999999999987,
"Wilson, Matthew",Curveball,Left,73.05,2385.31,5.6,-1.66,-10.91,4.7,-12.09,14.96,14.96,1.66,27.05,75.40702866907353
"Wilson, Matthew",Fastball,Left,84.17,2373.08,5.72,-1.54,-6.83,5.09,14.89,-6.05,6.05,1.54,8.84,110.82360762489168
"Wilson, Matthew",Slider,Left,73.49,2461.17,5.58,-1.56,-10.19,4.64,-8.53,21.24,21.24,1.56,29.769999999999996,67.18628920776345
"Wilson, Nicholas",Fastball,Right,86.19,2520.06,6.43,0.62,-6.53,5.36,15.19,2.09,2.09,0.62,13.1,136.69536008423734
"Wilson, Nicholas",Slider,Right,76.25,2431.0,6.24,0.57,-9.28,4.86,-0.44,-8.36,8.36,0.57,8.799999999999999,71.64789044265655
"Wilson, Nick",ChangeUp,Right,82.1,1640.58,5.32,1.81,-6.91,6.42,10.78,10.22,10.22,1.81,0.5599999999999987,69.82884221620827
"Wilson, Nick",Curveball,Right,78.64,2275.84,5.07,2.09,-6.72,5.41,9.81,-9.49,9.49,2.09,0.3200000000000003,158.6093982628061
"Wilson, Nick",Cutter,Right,81.41,2265.22,4.44,2.04,-5.23,5.87,9.56,-9.64,9.64,2.04,0.08000000000000007,81.22518626749701
"Wilson, Nick",Fastball,Right,92.17,1946.13,5.45,1.65,-4.68,6.26,15.24,7.87,7.87,1.65,7.37,78.19257636777463
"Wilson, Nick",Sinker,Right,94.02,2098.38,5.23,1.48,-4.26,6.23,17.35,7.08,7.08,1.48,10.270000000000001,162.16522586856695
"Wilson, Nick",Slider,Right,79.25,2168.52,4.97,2.14,-6.42,5.75,8.82,-10.63,10.63,2.14,1.8100000000000005,73.85663142225187
"Wilson, Nick",Splitter,Right,91.48,2111.24,5.54,1.68,-5.87,6.25,13.16,10.27,10.27,1.68,2.8900000000000006,
"Wilson, Nolan",ChangeUp,Right,82.83,1547.66,5.13,2.01,-7.15,5.82,1.27,13.49,13.49,2.01,12.22,78.15713746611002
"Wilson, Nolan",Fastball,Right,87.32,2396.35,5.68,1.68,-5.87,5.95,12.21,4.93,4.93,1.68,7.280000000000001,83.81470338735741
"Wilson, Nolan",FourSeamFastBall,Right,85.8,2346.01,5.35,2.05,-5.29,5.23,12.91,4.78,4.78,2.05,8.129999999999999,
"Wilson, Nolan",Sinker,Right,88.78,2406.15,5.61,1.78,-7.1,6.35,10.35,12.51,12.51,1.78,2.16,89.55974126019194
"Wilson, Nolan",Slider,Right,79.63,2304.53,5.18,2.0,-7.24,5.39,4.21,-5.08,5.08,2.0,0.8700000000000001,69.74604779308689
"Wilson, Nolan",Undefined,Right,77.86,2260.95,5.34,1.96,-7.5,5.49,6.36,-2.6,2.6,1.96,3.7600000000000002,
"Wilson, Peyton",ChangeUp,Right,82.44,1654.68,5.1,2.73,-7.78,5.35,7.46,9.4,9.4,2.73,1.9400000000000004,66.94331797218075
"Wilson, Peyton",Fastball,Right,92.05,2278.79,5.23,2.63,-5.35,5.21,12.26,19.23,19.23,2.63,6.970000000000001,106.59553225262819
"Wilson, Peyton",FourSeamFastBall,Right,89.36,2250.01,5.22,2.66,-5.26,5.51,15.55,11.88,11.88,2.66,3.67,
"Wilson, Peyton",Sinker,Right,91.32,2162.29,5.25,2.63,-5.03,5.35,9.12,19.33,19.33,2.63,10.209999999999999,77.00159212135641
"Wilson, Peyton",Slider,Right,81.92,2137.29,5.31,2.91,-7.75,5.4,3.76,-1.8,1.8,2.91,1.9599999999999997,73.00185864114597
"Wilson, Peyton",TwoSeamFastBall,Right,90.74,2206.51,5.2,2.58,-5.42,5.19,11.88,20.04,20.04,2.58,8.159999999999998,
"Wilson, Sam",ChangeUp,Right,81.81,1883.61,4.98,1.74,-6.92,6.18,6.35,15.73,15.73,1.74,9.38,75.59802788047058
"Wilson, Sam",Curveball,Right,72.1,2312.07,6.72,0.74,-12.32,6.0,-9.7,-5.65,5.65,0.74,15.35,65.84989530517065
"Wilson, Sam",Fastball,Right,84.31,1926.67,5.67,1.49,-6.28,6.46,14.46,13.26,13.26,1.49,1.200000000000001,39.20376552966775
"Wilson, Sam",Slider,Right,80.67,1877.14,5.2,1.58,-7.65,6.22,4.64,-4.64,4.64,1.58,0.0,69.47846982262259
"Wiltrakis, Luke",ChangeUp,Right,81.39,1431.85,6.35,1.31,-7.19,5.91,11.04,13.6,13.6,1.31,2.5600000000000005,87.47319414112684
"Wiltrakis, Luke",Fastball,Right,92.43,2379.88,6.21,1.42,-5.14,6.21,18.25,3.2,3.2,1.42,15.05,119.58194632784944
"Wiltrakis, Luke",Slider,Right,78.7,2686.25,5.88,1.85,-8.35,5.57,-5.22,-16.27,16.27,1.85,21.49,84.89626899739343
"Wiltse, Ryan",ChangeUp,Right,79.44,1805.88,6.33,1.31,-7.89,6.05,9.6,6.18,6.18,1.31,3.42,78.84382537584675
"Wiltse, Ryan",Curveball,Right,75.19,2041.21,6.33,1.22,-10.62,5.98,-13.35,-4.06,4.06,1.22,17.41,69.26594111463157
"Wiltse, Ryan",Cutter,Right,80.47,2049.7,6.23,1.35,-7.73,6.2,7.07,-1.79,1.79,1.35,5.28,55.62921514033867
"Wiltse, Ryan",Fastball,Right,87.32,2037.79,6.34,1.18,-5.76,6.13,21.34,8.4,8.4,1.18,12.94,60.92331453436589
"Wiltse, Ryan",Sinker,Right,87.55,2004.24,6.26,1.25,-5.34,6.37,20.93,9.56,9.56,1.25,11.37,80.34152171641574
"Wiltse, Ryan",Slider,Right,81.32,2039.37,6.34,1.3,-7.81,5.87,8.27,-0.42,0.42,1.3,7.85,72.80900061262203
"Wiltse, Ryan",Undefined,Right,,,,,,,,,,,,
"Wimbish, Camden",ChangeUp,Right,85.27,1543.68,5.39,2.04,-5.96,6.63,6.52,13.24,13.24,2.04,6.720000000000001,93.57022431925353
"Wimbish, Camden",Curveball,Right,79.21,2395.02,5.61,1.62,-9.75,5.91,-15.12,-6.94,6.94,1.62,22.06,100.32085392244045
"Wimbish, Camden",Fastball,Right,90.53,2192.61,5.63,1.43,-4.9,6.84,17.96,4.26,4.26,1.43,13.700000000000001,109.73160758082389
"Wimpelberg, Joey",Cutter,Right,88.94,2291.63,5.15,1.59,-4.19,6.0,6.03,0.76,0.76,1.59,5.2700000000000005,83.86642877551608
"Wimpelberg, Joey",Fastball,Right,89.29,2213.52,5.12,1.69,-5.0,6.17,8.7,5.35,5.35,1.69,3.3499999999999996,124.48498736738722
"Wimpelberg, Joey",Sinker,Right,88.51,2252.03,5.03,1.74,-5.72,6.18,4.94,10.91,10.91,1.74,5.97,100.65493044235384
"Wimpelberg, Joey",Slider,Right,84.23,2407.87,5.12,1.72,-6.59,5.71,-0.39,-3.36,3.36,1.72,3.75,80.62591042937241
"Wimpelberg, Jordan",ChangeUp,Right,81.06,2007.31,5.44,1.67,-7.09,4.6,6.64,19.76,19.76,1.67,13.120000000000001,75.66649280029827
"Wimpelberg, Jordan",Fastball,Right,88.47,2341.33,5.48,1.72,-5.31,4.67,14.12,15.03,15.03,1.72,0.9100000000000001,83.6511648291174
"Wimpelberg, Jordan",Slider,Right,77.61,2526.82,5.46,1.77,-8.27,4.24,3.3,-10.04,10.04,1.77,6.739999999999999,62.55222784620127
"Windham, Payton",ChangeUp,Left,80.74,1627.11,6.2,-2.52,-7.74,6.17,12.98,-11.28,11.28,2.52,1.700000000000001,74.05495324551129
"Windham, Payton",Curveball,Left,77.88,2624.8,6.1,-2.69,-10.0,5.55,-5.53,5.43,5.43,2.69,10.96,135.01540512335993
"Windham, Payton",Fastball,Left,87.21,2243.33,5.99,-2.5,-5.62,6.37,17.65,-7.3,7.3,2.5,10.349999999999998,78.81058027274683
"Windham, Payton",FourSeamFastBall,Left,87.27,2275.97,6.06,-2.45,-5.69,6.69,19.18,-6.32,6.32,2.45,12.86,
"Windham, Payton",Slider,Left,77.58,2547.8,6.18,-2.59,-9.19,5.86,-1.32,7.45,7.45,2.59,8.77,68.9937830604263
"Windle, Nate",Fastball,Right,84.67,2017.53,4.28,1.26,-7.07,6.55,17.86,13.98,13.98,1.26,3.879999999999999,119.19051054889749
"Windle, Nate",Slider,Right,77.8,2122.34,4.35,1.53,-7.89,6.15,11.18,-9.31,9.31,1.53,1.8699999999999992,117.86446079023042
"Windt, Tommy",ChangeUp,Right,85.96,1503.31,5.32,2.16,-6.6,6.04,5.23,15.77,15.77,2.16,10.54,85.56073013798688
"Windt, Tommy",Curveball,Right,75.72,2578.16,6.04,2.58,-9.76,4.35,-10.42,-15.08,15.08,2.58,25.5,78.07712577213867
"Windt, Tommy",Cutter,Right,81.96,2147.7,5.46,2.34,-8.8,5.27,7.1,-1.36,1.36,2.34,5.739999999999999,70.99386509422791
"Windt, Tommy",Fastball,Right,89.86,1925.66,5.47,2.08,-5.67,5.94,11.25,14.26,14.26,2.08,3.01,54.15682790032869
"Windt, Tommy",Other,Right,,,,,,,,,,,,
"Windt, Tommy",Slider,Right,81.17,2174.75,5.57,2.03,-7.63,5.24,2.09,-5.77,5.77,2.03,3.6799999999999997,62.73422799044114
"Windt, Tommy",Undefined,Right,,,,,,,,,,,,
"Wingard, Jacob",ChangeUp,Right,80.61,1930.6,6.21,1.25,-7.34,6.03,11.74,11.13,11.13,1.25,0.6099999999999994,66.89015854630544
"Wingard, Jacob",Curveball,Right,77.98,2124.37,6.26,1.47,-9.52,5.58,-8.54,-4.04,4.04,1.47,12.579999999999998,104.48852743809319
"Wingard, Jacob",Fastball,Right,88.03,2202.16,6.47,0.87,-5.72,6.27,18.04,7.83,7.83,0.87,10.209999999999999,100.55669873071065
"Wingard, Jacob",Slider,Right,77.93,2066.66,6.26,1.37,-9.08,5.59,-3.33,-1.67,1.67,1.37,5.0,56.82532334488343
"Wingenroth, Brandon",Curveball,Right,72.52,2454.23,5.91,1.05,-9.72,5.2,-11.27,-15.72,15.72,1.05,26.990000000000002,74.20289051580838
"Wingenroth, Brandon",Cutter,Right,83.55,2221.08,5.86,1.27,-7.38,5.34,8.01,-0.57,0.57,1.27,7.4399999999999995,77.23360801368511
"Wingenroth, Brandon",Fastball,Right,89.29,2170.04,6.2,1.17,-3.77,5.65,20.73,2.05,2.05,1.17,18.68,107.01892932548263
"Wingfield, Klayton",Undefined,Right,83.22,2084.02,5.44,-0.75,-6.37,6.01,11.37,-9.91,9.91,0.75,1.459999999999999,
"Winn, Tj",ChangeUp,Right,80.16,1810.98,5.16,1.46,-7.13,6.01,6.21,16.13,16.13,1.46,9.919999999999998,81.31664900452928
"Winn, Tj",Curveball,Right,75.07,2377.28,5.3,1.39,-8.5,5.6,-7.61,-13.04,13.04,1.39,20.65,71.50443984466375
"Winn, Tj",Fastball,Right,84.96,2093.78,5.34,1.09,-5.67,6.29,12.43,17.04,17.04,1.09,4.609999999999999,100.02309311619784
"Winn, Tj",Sinker,Right,86.57,2056.82,5.32,1.25,-5.98,6.06,9.81,16.78,16.78,1.25,6.970000000000001,89.51582572572772
"Winn, Tj",Slider,Right,76.62,2359.21,5.25,1.28,-8.43,5.67,-2.61,-8.96,8.96,1.28,11.57,65.80746980839504
"Winslow, Kyle",ChangeUp,Left,81.8,1711.81,4.44,-3.18,-6.66,5.41,2.57,-18.75,18.75,3.18,16.18,84.84699269717049
"Winslow, Kyle",ChangeUp,Right,81.8,1711.81,4.44,-3.18,-6.66,5.41,2.57,-18.75,18.75,3.18,16.18,84.84699269717049
"Winslow, Kyle",Fastball,Left,85.77,2344.02,4.78,-2.94,-5.2,5.42,6.05,-13.81,13.81,2.94,7.760000000000001,76.26368077829392
"Winslow, Kyle",Fastball,Right,85.77,2344.02,4.78,-2.94,-5.2,5.42,6.05,-13.81,13.81,2.94,7.760000000000001,76.26368077829392
"Winslow, Kyle",Slider,Left,76.38,2390.1,4.43,-3.15,-6.84,4.66,-4.29,14.77,14.77,3.15,19.06,58.64761458580377
"Winslow, Kyle",Slider,Right,76.38,2390.1,4.43,-3.15,-6.84,4.66,-4.29,14.77,14.77,3.15,19.06,58.64761458580377
"Winstead, Jacob",ChangeUp,Right,77.54,1862.55,5.69,1.23,-6.63,6.48,14.96,22.29,22.29,1.23,7.329999999999998,57.18015312240843
"Winstead, Jacob",Curveball,Right,78.96,2099.34,5.68,1.22,-8.05,6.57,14.78,22.85,22.85,1.22,8.070000000000002,189.0586888245734
"Winstead, Jacob",Fastball,Right,81.85,2054.35,5.81,1.09,-5.47,6.55,22.95,4.82,4.82,1.09,18.13,101.6085082084532
"Winter, Jaden",ChangeUp,Right,83.15,1834.21,6.42,1.1,-7.71,5.62,6.87,10.94,10.94,1.1,4.069999999999999,87.38217452365578
"Winter, Jaden",Curveball,Right,77.03,2429.84,6.48,1.07,-9.44,5.2,-11.08,-8.94,8.94,1.07,20.02,90.99996761255088
"Winter, Jaden",Cutter,Right,83.06,2152.89,6.27,1.15,-8.37,5.38,3.36,1.81,1.81,1.15,1.5499999999999998,75.23430798798127
"Winter, Jaden",Fastball,Right,91.96,2161.56,6.62,0.84,-5.75,5.44,19.28,12.52,12.52,0.84,6.760000000000002,107.63524687864572
"Winter, Jaden",FourSeamFastBall,Right,92.11,2057.05,6.66,0.84,-5.4,5.73,19.29,12.56,12.56,0.84,6.729999999999999,
"Winter, Jaden",Slider,Right,80.5,2202.99,6.35,1.11,-7.84,5.3,0.09,-3.02,3.02,1.11,2.93,64.38198024928569
"Winterhalder, Ian",ChangeUp,Right,84.76,1586.55,5.54,1.43,-6.96,6.32,8.19,12.68,12.68,1.43,4.49,74.71228552872924
"Winterhalder, Ian",Curveball,Right,79.48,2316.62,5.57,1.4,-8.44,5.71,-7.11,-4.7,4.7,1.4,11.81,144.50339560425365
"Winterhalder, Ian",Fastball,Right,89.81,2361.59,5.87,1.32,-5.36,6.16,16.41,7.95,7.95,1.32,8.46,100.1425684082217
"Winterhalder, Ian",Slider,Right,78.74,2318.8,5.88,1.82,-8.9,5.6,-4.62,-4.62,4.62,1.82,9.24,72.4169977561556
"Wintroub, Josh",ChangeUp,Right,81.07,1366.67,5.31,3.56,-7.27,5.66,2.16,9.6,9.6,3.56,7.4399999999999995,124.83156791912542
"Wintroub, Josh",Curveball,Right,75.77,2187.92,5.43,3.63,-8.38,5.48,-6.6,-14.31,14.31,3.63,20.91,62.668391678051094
"Wintroub, Josh",Cutter,Right,82.77,2132.76,5.4,3.49,-7.19,5.66,4.34,-2.14,2.14,3.49,2.1999999999999997,81.31703870370144
"Wintroub, Josh",Fastball,Right,89.97,2144.28,5.46,3.43,-5.43,5.91,11.45,8.36,8.36,3.43,3.09,89.8426513299232
"Wintroub, Josh",Sinker,Right,90.05,2154.67,5.55,3.35,-6.19,6.01,7.79,11.9,11.9,3.35,4.11,69.46245762141118
"Wintroub, Josh",Slider,Right,77.69,2189.49,5.42,3.51,-8.79,5.37,-5.66,-13.17,13.17,3.51,18.83,61.23053764425583
"Wintroub, Josh",TwoSeamFastBall,Right,89.42,1999.23,5.45,3.52,-4.72,5.99,7.81,10.0,10.0,3.52,2.1900000000000004,
"Wintroub, Josh",Undefined,Right,77.23,2146.62,5.52,3.44,-9.4,5.5,-6.62,-20.83,20.83,3.44,27.45,
"Winzinger, Aaron",ChangeUp,Right,78.03,1095.22,5.63,1.91,-9.69,5.33,4.72,8.22,8.22,1.91,3.500000000000001,92.95799131075646
"Winzinger, Aaron",Fastball,Right,84.23,2252.78,5.75,2.0,-5.86,5.48,15.11,3.88,3.88,2.0,11.23,72.30310742234846
"Winzinger, Aaron",Slider,Right,72.01,2152.78,5.76,1.94,-9.9,4.81,-5.85,-15.34,15.34,1.94,21.189999999999998,103.52915076915656
"Winzinger, Aaron",Splitter,Right,77.83,1346.81,5.68,1.97,-4.52,5.1,12.79,8.16,8.16,1.97,4.629999999999999,
"Wise, Josh",ChangeUp,Right,82.07,1881.75,6.03,1.24,-8.26,5.28,4.15,10.76,10.76,1.24,6.609999999999999,79.53870710588205
"Wise, Josh",Curveball,Right,73.7,2441.05,5.83,1.46,-9.43,4.49,-11.06,-11.32,11.32,1.46,22.380000000000003,75.90216733517272
"Wise, Josh",Fastball,Right,86.56,2123.42,6.03,1.3,-6.24,5.09,14.24,11.96,11.96,1.3,2.2799999999999994,49.095503051395816
"Wise, Josh",Slider,Right,76.62,2418.26,5.83,1.55,-9.1,4.75,-5.4,-8.46,8.46,1.55,13.860000000000001,69.56176595391864
"Wise, Josh",Undefined,Right,82.79,2112.43,6.05,1.49,-7.82,4.8,9.3,6.29,6.29,1.49,3.0100000000000007,
"Wisenbaker, Cole",ChangeUp,Left,78.41,2049.32,4.49,-3.82,-7.2,6.0,-1.81,-19.49,19.49,3.82,21.299999999999997,158.78223198514652
"Wisenbaker, Cole",Fastball,Left,84.57,1973.76,4.77,-3.85,-6.14,5.87,-0.56,-18.69,18.69,3.85,19.25,92.61956310543806
"Wisenbaker, Cole",Sinker,Left,81.66,2162.56,4.52,-3.72,-6.24,5.94,0.11,-13.58,13.58,3.72,13.47,89.35173118865646
"Wisenbaker, Cole",Slider,Left,74.09,2667.18,4.51,-3.93,-7.39,5.71,0.76,12.44,12.44,3.93,11.68,81.21996110689102
"Wisenbaker, Cole",Undefined,Left,,,,,,,,,,,,
"Wissinger, Reece",Curveball,Right,65.02,2000.84,6.14,0.88,-10.48,5.6,-14.94,-11.39,11.39,0.88,26.33,81.81756601610685
"Wissinger, Reece",Fastball,Right,92.7,2200.46,6.51,0.74,-5.26,6.13,22.2,5.8,5.8,0.74,16.4,122.69117818288736
"Wissinger, Reece",Slider,Right,78.79,2411.2,5.98,1.25,-8.23,5.87,4.06,-12.46,12.46,1.25,8.400000000000002,108.36313345086776
"Wissinger, Reece",Undefined,Right,93.08,2293.1,6.66,0.93,-4.8,5.96,,,,0.93,,
"Wissler, Daniel",ChangeUp,Left,81.52,1572.51,5.87,-2.66,-7.75,5.59,8.71,-13.83,13.83,2.66,5.119999999999999,74.75770413814442
"Wissler, Daniel",Curveball,Left,76.8,2263.37,6.12,-2.37,-9.56,4.99,-7.02,6.97,6.97,2.37,13.989999999999998,87.47634456621692
"Wissler, Daniel",Cutter,Left,83.4,2198.15,6.07,-2.58,-7.08,5.44,10.09,-2.24,2.24,2.58,7.85,78.6798360979553
"Wissler, Daniel",Fastball,Left,88.79,2122.64,6.04,-2.5,-5.73,5.35,16.46,-15.54,15.54,2.5,0.9200000000000017,88.5867277247563
"Wissler, Daniel",FourSeamFastBall,Left,88.52,2130.64,6.18,-2.39,-5.82,5.28,18.39,-13.8,13.8,2.39,4.59,
"Wissler, Daniel",Sinker,Left,88.48,2140.35,5.87,-2.55,-6.3,5.09,12.21,-17.12,17.12,2.55,4.91,83.0284851528143
"Wissler, Daniel",Slider,Left,80.08,2161.05,5.99,-2.58,-7.67,5.03,2.86,2.52,2.52,2.58,0.33999999999999986,71.86657373758706
"Wissler, Daniel",TwoSeamFastBall,Left,89.04,2199.64,6.21,-2.39,-6.73,5.18,15.59,-17.65,17.65,2.39,2.0599999999999987,
"Wissman, Nick",Fastball,Right,86.16,2088.59,2.75,2.89,-4.4,6.09,-2.81,18.81,18.81,2.89,21.619999999999997,96.8585804488411
"Wissman, Nick",Sinker,Right,86.48,2064.99,2.9,3.12,-4.69,5.64,-3.99,18.78,18.78,3.12,22.770000000000003,181.2520981495409
"Wissman, Nick",Slider,Right,74.48,2270.07,2.57,3.31,-4.84,5.39,4.96,-18.78,18.78,3.31,13.82,71.85081531310877
